# CJK frequency table: codepoint<TAB>rank (1 = most frequent)
# Generated by build_cjk_frequency_table.py
0x3000	1
0x3001	2
0x3002	3
0x3003	4
0x3004	5
0x3005	6
0x3006	7
0x3007	8
0x3008	9
0x3009	10
0x300A	11
0x300B	12
0x300C	13
0x300D	14
0x300E	15
0x300F	16
0x3010	17
0x3011	18
0x3012	19
0x3013	20
0x3014	21
0x3015	22
0x3016	23
0x3017	24
0x3018	25
0x3019	26
0x301A	27
0x301B	28
0x301C	29
0x301D	30
0x301E	31
0x301F	32
0x3020	33
0x3021	34
0x3022	35
0x3023	36
0x3024	37
0x3025	38
0x3026	39
0x3027	40
0x3028	41
0x3029	42
0x302A	43
0x302B	44
0x302C	45
0x302D	46
0x302E	47
0x302F	48
0x3030	49
0x3031	50
0x3032	51
0x3033	52
0x3034	53
0x3035	54
0x3036	55
0x3037	56
0x3038	57
0x3039	58
0x303A	59
0x303B	60
0x303C	61
0x303D	62
0x303E	63
0x303F	64
0x3040	65
0x3041	66
0x3042	67
0x3043	68
0x3044	69
0x3045	70
0x3046	71
0x3047	72
0x3048	73
0x3049	74
0x304A	75
0x304B	76
0x304C	77
0x304D	78
0x304E	79
0x304F	80
0x3050	81
0x3051	82
0x3052	83
0x3053	84
0x3054	85
0x3055	86
0x3056	87
0x3057	88
0x3058	89
0x3059	90
0x305A	91
0x305B	92
0x305C	93
0x305D	94
0x305E	95
0x305F	96
0x3060	97
0x3061	98
0x3062	99
0x3063	100
0x3064	101
0x3065	102
0x3066	103
0x3067	104
0x3068	105
0x3069	106
0x306A	107
0x306B	108
0x306C	109
0x306D	110
0x306E	111
0x306F	112
0x3070	113
0x3071	114
0x3072	115
0x3073	116
0x3074	117
0x3075	118
0x3076	119
0x3077	120
0x3078	121
0x3079	122
0x307A	123
0x307B	124
0x307C	125
0x307D	126
0x307E	127
0x307F	128
0x3080	129
0x3081	130
0x3082	131
0x3083	132
0x3084	133
0x3085	134
0x3086	135
0x3087	136
0x3088	137
0x3089	138
0x308A	139
0x308B	140
0x308C	141
0x308D	142
0x308E	143
0x308F	144
0x3090	145
0x3091	146
0x3092	147
0x3093	148
0x3094	149
0x3095	150
0x3096	151
0x3097	152
0x3098	153
0x3099	154
0x309A	155
0x309B	156
0x309C	157
0x309D	158
0x309E	159
0x309F	160
0x30A0	161
0x30A1	162
0x30A2	163
0x30A3	164
0x30A4	165
0x30A5	166
0x30A6	167
0x30A7	168
0x30A8	169
0x30A9	170
0x30AA	171
0x30AB	172
0x30AC	173
0x30AD	174
0x30AE	175
0x30AF	176
0x30B0	177
0x30B1	178
0x30B2	179
0x30B3	180
0x30B4	181
0x30B5	182
0x30B6	183
0x30B7	184
0x30B8	185
0x30B9	186
0x30BA	187
0x30BB	188
0x30BC	189
0x30BD	190
0x30BE	191
0x30BF	192
0x30C0	193
0x30C1	194
0x30C2	195
0x30C3	196
0x30C4	197
0x30C5	198
0x30C6	199
0x30C7	200
0x30C8	201
0x30C9	202
0x30CA	203
0x30CB	204
0x30CC	205
0x30CD	206
0x30CE	207
0x30CF	208
0x30D0	209
0x30D1	210
0x30D2	211
0x30D3	212
0x30D4	213
0x30D5	214
0x30D6	215
0x30D7	216
0x30D8	217
0x30D9	218
0x30DA	219
0x30DB	220
0x30DC	221
0x30DD	222
0x30DE	223
0x30DF	224
0x30E0	225
0x30E1	226
0x30E2	227
0x30E3	228
0x30E4	229
0x30E5	230
0x30E6	231
0x30E7	232
0x30E8	233
0x30E9	234
0x30EA	235
0x30EB	236
0x30EC	237
0x30ED	238
0x30EE	239
0x30EF	240
0x30F0	241
0x30F1	242
0x30F2	243
0x30F3	244
0x30F4	245
0x30F5	246
0x30F6	247
0x30F7	248
0x30F8	249
0x30F9	250
0x30FA	251
0x30FB	252
0x30FC	253
0x30FD	254
0x30FE	255
0x30FF	256
0x7684	257
0x4E00	258
0x662F	259
0x4E0D	260
0x4E86	261
0x77AD	262
0x5728	263
0x4EBA	264
0x6709	265
0x6211	266
0x4ED6	267
0x8FD9	268
0x9019	269
0x4E2A	270
0x500B	271
0x4EEC	272
0x5011	273
0x4E2D	274
0x6765	275
0x4F86	276
0x4E0A	277
0x5927	278
0x4E3A	279
0x70BA	280
0x7232	281
0x548C	282
0x56FD	283
0x570B	284
0x5730	285
0x5230	286
0x4EE5	287
0x8BF4	288
0x8AAA	289
0x8AAC	290
0x65F6	291
0x6642	292
0x8981	293
0x5C31	294
0x51FA	295
0x9F63	296
0x4F1A	297
0x6703	298
0x53EF	299
0x4E5F	300
0x4F60	301
0x5BF9	302
0x5C0D	303
0x751F	304
0x80FD	305
0x800C	306
0x5B50	307
0x90A3	308
0x5F97	309
0x4E8E	310
0x65BC	311
0x7740	312
0x8457	313
0x4E0B	314
0x81EA	315
0x4E4B	316
0x5E74	317
0x8FC7	318
0x904E	319
0x53D1	320
0x767C	321
0x9AEE	322
0x540E	323
0x5F8C	324
0x4F5C	325
0x91CC	326
0x88CF	327
0x7528	328
0x9053	329
0x884C	330
0x6240	331
0x7136	332
0x5BB6	333
0x50A2	334
0x79CD	335
0x7A2E	336
0x4E8B	337
0x6210	338
0x65B9	339
0x591A	340
0x7ECF	341
0x7D93	342
0x4E48	343
0x5E7A	344
0x9EBC	345
0x9EBD	346
0x53BB	347
0x6CD5	348
0x5B66	349
0x5B78	350
0x5982	351
0x90FD	352
0x540C	353
0x8855	354
0x73B0	355
0x73FE	356
0x5F53	357
0x5679	358
0x7576	359
0x6CA1	360
0x6C92	361
0x52A8	362
0x52D5	363
0x9762	364
0x9EB5	365
0x8D77	366
0x770B	367
0x5B9A	368
0x5929	369
0x5206	370
0x8FD8	371
0x9084	372
0x8FDB	373
0x9032	374
0x597D	375
0x5C0F	376
0x90E8	377
0x5176	378
0x4E9B	379
0x4E3B	380
0x6837	381
0x6A23	382
0x7406	383
0x5FC3	384
0x5979	385
0x672C	386
0x524D	387
0x5F00	388
0x958B	389
0x4F46	390
0x56E0	391
0x53EA	392
0x6220	393
0x8879	394
0x96BB	395
0x4ECE	396
0x5F9E	397
0x60F3	398
